catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0219,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving,UNIT 4: Friendship Skills and Problem Solving,20,Having Fun with Friends,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0220,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving,UNIT 4: Friendship Skills and Problem Solving,21,Inviting to Play,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0221,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving (CONT.),UNIT 4: Friendship Skills and Problem Solving (CONT.),22,Joining In with Play,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0222,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving (CONT.),UNIT 4: Friendship Skills and Problem Solving (CONT.),23,Saying the Problem,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0223,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving (CONT.),UNIT 4: Friendship Skills and Problem Solving (CONT.),24,Thinking of Solutions,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0224,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 4: Friendship Skills and Problem Solving (CONT.),UNIT 4: Friendship Skills and Problem Solving (CONT.),25,Speaking Assertively,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0225,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 5: Transitioning to Kindergarten,UNIT 5: Transitioning to Kindergarten,26,Learning in Kindergarten,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0226,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 5: Transitioning to Kindergarten,UNIT 5: Transitioning to Kindergarten,27,Riding the Kindergarten Bus,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0227,Committee for Children / Second Step,Second Step Early Learning,Tier 1 Universal,PreK,PreK,Weekly Theme,UNIT 5: Transitioning to Kindergarten,UNIT 5: Transitioning to Kindergarten,28,Making New Friends in Kindergarten,Weekly Theme,Early Learning Teacher,7,Developmentally aligned early learning SEL,self-regulation; empathy; emotion management; friendship skills; problem solving,Universal prevention / school readiness,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-el-scope-sequence.pdf,Five short activities across the week; catalog row only.
SS-CAT-0228,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 1,: Greeting Students Across Campus,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0229,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 2,: Who Are We?,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0230,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 1,: Co-Creating Classroom Agreements,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0231,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 2,: Music Moment,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0232,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 9,Student Activity,Pathway 1: Belonging & Connection,Student Activity,9,Get-to-Know-You Bingo,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0233,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 10,Student Activity,Pathway 1: Belonging & Connection,Student Activity,10,Snapshot Moments,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0234,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 11,Student Activity,Pathway 1: Belonging & Connection,Student Activity,11,Stand Up,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0235,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,Grade 12,Student Activity,Pathway 1: Belonging & Connection,Student Activity,12,Empathy Interviews,Student Activity,Classroom Teacher / Advisory Teacher,30,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; advisory,Universal prevention / student skill practice,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; licensed activity details not included.
SS-CAT-0236,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 1,: Schoolwide Agreements,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0237,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,,Choice 2,: Good News Messages,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0238,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,Collection 2,Choice 1,Schoolwide Practice: Memory Tricks,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
SS-CAT-0239,Committee for Children / Second Step,Second Step High School,Tier 1 Universal,9-12,High School,Practice,Pathway 1: Belonging & Connection,Collection 2,Choice 2,Schoolwide Practice: Digital Cooperative Learning,Schoolwide/Educator Practice,School Leader / Classroom Teacher,15,See official HS pathway CASEL alignment,belonging; confidence; well-being; community; human skills,Universal prevention / school climate,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://cfccdn.blob.core.windows.net/static/pdf/scope-sequence/second-step-digital-k12-scope-and-sequence-full.pdf,Catalog row from public high school scope-and-sequence; map implementation materials in licensed account.
